sale_id,date,retailer_id,product_id,quantity,unit_price,revenue,discount_pct,channel
29616,2024-07-01,5,26,2,482.89,965.78,0,B2B
29617,2024-07-01,48,18,5,219.18,1095.88,20,In-Store
29618,2024-07-01,42,70,6,101.45,608.7,0,Online
29619,2024-07-01,88,1,11,129.21,1421.29,15,Online
29620,2024-07-01,117,29,32,290.64,9300.38,10,B2B
29621,2024-07-01,76,63,23,317.99,7313.82,20,Online
29622,2024-07-01,96,64,27,135.16,3649.23,5,B2B
29623,2024-07-01,70,60,1,169.01,169.01,20,In-Store
29624,2024-07-01,29,34,1,69.83,69.83,20,B2B
29625,2024-07-01,57,42,3,117.45,352.36,15,In-Store
29626,2024-07-01,91,5,2,123.35,246.7,0,In-Store
29627,2024-07-01,97,19,1,380.42,380.42,0,In-Store
29628,2024-07-01,54,43,6,171.86,1031.16,0,Online
29629,2024-07-01,28,11,6,137.51,825.06,0,In-Store
29630,2024-07-01,110,22,4,386.01,1544.04,0,Online
29631,2024-07-01,67,73,30,296.32,8889.6,0,Online
29632,2024-07-01,38,21,8,394.07,3152.52,10,In-Store
29633,2024-07-01,11,65,5,50.91,254.55,5,In-Store
29634,2024-07-01,36,47,24,399.19,9580.56,5,In-Store
29635,2024-07-01,119,63,21,397.49,8347.29,0,B2B
29636,2024-07-01,24,48,17,412.21,7007.57,0,In-Store
29637,2024-07-01,67,26,26,482.89,12555.14,0,In-Store
29638,2024-07-01,33,59,8,187.84,1502.72,0,In-Store
29639,2024-07-01,19,59,16,150.27,2404.35,20,In-Store
29640,2024-07-01,110,79,10,288.76,2887.56,10,In-Store
29641,2024-07-01,22,9,10,145.76,1457.59,5,In-Store
29642,2024-07-01,69,53,6,267.79,1606.72,5,B2B
29643,2024-07-01,84,31,16,317.3,5076.74,20,In-Store
29644,2024-07-01,22,58,18,338.25,6088.48,15,In-Store
29645,2024-07-01,9,40,5,270.37,1351.85,10,In-Store
29646,2024-07-01,64,24,14,441.44,6180.16,0,In-Store
29647,2024-07-01,22,80,22,164.79,3625.31,5,B2B
29648,2024-07-01,73,64,13,135.16,1757.03,5,In-Store
29649,2024-07-01,93,53,6,239.6,1437.59,15,B2B
29650,2024-07-01,92,79,2,288.76,577.51,10,B2B
29651,2024-07-01,29,67,7,221.81,1552.67,0,B2B
29652,2024-07-01,32,5,17,123.35,2096.95,0,In-Store
29653,2024-07-01,72,46,17,467.96,7955.32,0,In-Store
29654,2024-07-01,84,51,2,418.09,836.18,0,Online
29655,2024-07-01,61,16,18,473.78,8528.11,5,In-Store
29656,2024-07-01,120,22,3,386.01,1158.03,0,In-Store
29657,2024-07-01,64,47,12,420.2,5042.4,0,In-Store
29658,2024-07-01,22,40,1,255.35,255.35,15,In-Store
29659,2024-07-01,105,63,21,397.49,8347.29,0,In-Store
29660,2024-07-01,32,4,18,367.68,6618.19,10,In-Store
29661,2024-07-01,14,78,12,433.52,5202.24,0,In-Store
29662,2024-07-01,28,37,11,468.3,5151.33,5,B2B
29663,2024-07-01,104,10,16,118.52,1896.32,20,In-Store
29664,2024-07-01,102,33,28,369.54,10347.12,0,In-Store
29665,2024-07-01,94,69,21,317.55,6668.49,5,In-Store
29666,2024-07-01,69,1,8,152.01,1216.08,0,In-Store
29667,2024-07-01,78,35,4,37.64,150.55,15,In-Store
29668,2024-07-01,71,56,14,464.37,6501.18,0,In-Store
29669,2024-07-01,88,73,3,251.87,755.62,15,Online
29670,2024-07-01,111,60,8,211.26,1690.08,0,In-Store
29671,2024-07-01,51,4,3,367.68,1103.03,10,Online
29672,2024-07-01,111,59,14,159.66,2235.3,15,In-Store
29673,2024-07-01,35,69,5,334.26,1671.3,0,In-Store
29674,2024-07-01,66,67,3,221.81,665.43,0,In-Store
29675,2024-07-01,91,61,4,180.07,720.29,15,Online
29676,2024-07-01,41,71,29,350.91,10176.51,15,In-Store
29677,2024-07-01,80,66,9,263.42,2370.78,0,In-Store
29678,2024-07-01,74,43,1,137.49,137.49,20,B2B
29679,2024-07-01,44,62,8,298.68,2389.44,0,In-Store
29680,2024-07-01,88,76,6,71.4,428.4,15,In-Store
29681,2024-07-01,72,50,9,324.43,2919.87,0,B2B
29682,2024-07-01,110,61,9,211.85,1906.65,0,Online
29683,2024-07-01,5,42,7,138.18,967.26,0,B2B
29684,2024-07-01,113,13,8,51.77,414.16,0,In-Store
29685,2024-07-01,75,1,2,121.61,243.22,20,In-Store
29686,2024-07-01,29,64,13,120.93,1572.08,15,In-Store
29687,2024-07-01,3,39,28,99.6,2788.8,20,In-Store
29688,2024-07-01,13,32,29,195.6,5672.31,10,Online
29689,2024-07-01,44,11,2,116.88,233.77,15,B2B
29690,2024-07-01,39,57,7,373.55,2614.85,0,In-Store
29691,2024-07-01,17,41,23,364.34,8379.91,15,Online
29692,2024-07-01,45,20,20,21.56,431.2,0,In-Store
29693,2024-07-01,49,30,24,130.62,3134.87,15,B2B
29694,2024-07-01,30,63,12,377.62,4531.39,5,In-Store
29695,2024-07-01,113,72,12,42.18,506.16,0,B2B
29696,2024-07-01,30,39,18,124.5,2241.0,0,B2B
29697,2024-07-01,46,12,11,175.66,1932.26,0,In-Store
29698,2024-07-01,100,80,3,173.46,520.38,0,Online
29699,2024-07-01,9,11,5,123.76,618.79,10,In-Store
29700,2024-07-01,103,28,2,173.17,346.33,5,In-Store
29701,2024-07-01,58,43,5,171.86,859.3,0,B2B
29702,2024-07-01,39,18,1,246.57,246.57,10,In-Store
29703,2024-07-01,104,79,3,256.67,770.02,20,In-Store
29704,2024-07-01,28,3,3,115.44,346.32,0,In-Store
29705,2024-07-01,66,52,3,197.27,591.8,15,In-Store
29706,2024-07-01,73,34,5,87.29,436.45,0,In-Store
29707,2024-07-01,66,74,19,350.06,6651.14,0,In-Store
29708,2024-07-01,114,52,4,232.08,928.32,0,B2B
29709,2024-07-01,24,1,5,152.01,760.05,0,Online
29710,2024-07-01,76,60,18,211.26,3802.68,0,B2B
29711,2024-07-01,95,49,6,376.36,2258.16,0,In-Store
29712,2024-07-01,45,79,24,320.84,7700.16,0,In-Store
29713,2024-07-01,12,54,21,134.37,2821.73,20,In-Store
29714,2024-07-01,83,2,5,211.39,1056.97,5,In-Store
29715,2024-07-01,14,20,12,18.33,219.91,15,Online
29716,2024-07-01,58,44,9,82.82,745.38,0,In-Store
29717,2024-07-01,103,76,12,84.0,1008.0,0,In-Store
29718,2024-07-01,49,50,12,324.43,3893.16,0,In-Store
29719,2024-07-01,51,60,9,211.26,1901.34,0,In-Store
29720,2024-07-01,69,36,21,253.11,5315.31,0,B2B
29721,2024-07-01,29,22,10,308.81,3088.08,20,In-Store
29722,2024-07-01,39,22,11,366.71,4033.8,5,B2B
29723,2024-07-01,1,56,21,464.37,9751.77,0,In-Store
29724,2024-07-01,71,38,13,479.51,6233.63,0,In-Store
29725,2024-07-01,92,73,1,251.87,251.87,15,B2B
29726,2024-07-01,25,72,1,42.18,42.18,0,In-Store
29727,2024-07-01,7,58,11,397.94,4377.34,0,In-Store
29728,2024-07-01,87,13,5,51.77,258.85,0,Online
29729,2024-07-01,30,14,10,209.9,2099.0,0,Online
29730,2024-07-01,114,47,8,420.2,3361.6,0,In-Store
29731,2024-07-01,78,43,7,146.08,1022.57,15,B2B
29732,2024-07-01,88,12,22,140.53,3091.62,20,Online
29733,2024-07-01,35,63,3,317.99,953.98,20,In-Store
29734,2024-07-01,97,13,15,44.0,660.07,15,B2B
29735,2024-07-01,82,1,18,152.01,2736.18,0,In-Store
29736,2024-07-01,44,68,10,193.43,1934.28,10,B2B
29737,2024-07-01,56,38,33,383.61,12659.06,20,B2B
29738,2024-07-01,105,73,15,296.32,4444.8,0,In-Store
29739,2024-07-01,25,24,13,441.44,5738.72,0,In-Store
29740,2024-07-01,57,3,3,98.12,294.37,15,In-Store
29741,2024-07-01,8,67,2,188.54,377.08,15,In-Store
29742,2024-07-01,33,44,8,70.4,563.18,15,In-Store
29743,2024-07-01,89,40,21,300.41,6308.61,0,B2B
29744,2024-07-01,79,39,22,124.5,2739.0,0,B2B
29745,2024-07-01,14,25,20,81.63,1632.6,0,B2B
29746,2024-07-01,42,14,32,167.92,5373.44,20,In-Store
29747,2024-07-01,16,2,9,222.52,2002.68,0,In-Store
29748,2024-07-01,53,64,3,142.27,426.81,0,Online
29749,2024-07-01,11,65,5,50.91,254.55,5,In-Store
29750,2024-07-01,113,69,8,284.12,2272.97,15,B2B
29751,2024-07-01,65,44,9,82.82,745.38,0,In-Store
29752,2024-07-01,21,41,3,385.78,1157.33,10,B2B
29753,2024-07-01,78,51,7,355.38,2487.64,15,Online
29754,2024-07-01,50,10,18,148.15,2666.7,0,In-Store
29755,2024-07-01,20,20,15,21.56,323.4,0,In-Store
29756,2024-07-01,11,1,14,121.61,1702.51,20,Online
29757,2024-07-01,105,6,19,263.32,5003.11,15,In-Store
29758,2024-07-01,94,23,24,254.53,6108.72,0,In-Store
29759,2024-07-01,106,1,8,129.21,1033.67,15,Online
29760,2024-07-01,59,11,22,123.76,2722.7,10,In-Store
29761,2024-07-01,110,45,14,449.33,6290.68,10,Online
29762,2024-07-01,19,1,8,121.61,972.86,20,B2B
29763,2024-07-01,37,61,41,169.48,6948.68,20,B2B
29764,2024-07-01,90,20,8,21.56,172.48,0,In-Store
29765,2024-07-01,36,60,21,211.26,4436.46,0,B2B
29766,2024-07-01,56,50,18,324.43,5839.74,0,B2B
29767,2024-07-01,44,72,10,42.18,421.8,0,Online
29768,2024-07-01,50,76,6,79.8,478.8,5,In-Store
29769,2024-07-01,52,44,1,78.68,78.68,5,Online
29770,2024-07-01,35,27,7,282.15,1975.04,15,Online
29771,2024-07-01,43,75,15,405.97,6089.55,0,B2B
29772,2024-07-01,1,11,4,130.63,522.54,5,In-Store
29773,2024-07-01,18,26,11,482.89,5311.79,0,In-Store
29774,2024-07-01,30,33,14,351.06,4914.88,5,Online
29775,2024-07-02,99,79,25,304.8,7619.95,5,Online
29776,2024-07-02,10,22,5,386.01,1930.05,0,In-Store
29777,2024-07-02,54,61,3,211.85,635.55,0,Online
29778,2024-07-02,76,64,21,135.16,2838.29,5,In-Store
29779,2024-07-02,11,29,2,322.93,645.86,0,In-Store
29780,2024-07-02,108,2,26,211.39,5496.24,5,In-Store
29781,2024-07-02,41,16,2,498.72,997.44,0,B2B
29782,2024-07-02,57,1,8,152.01,1216.08,0,B2B
29783,2024-07-02,50,16,17,498.72,8478.24,0,In-Store
29784,2024-07-02,107,65,28,53.59,1500.52,0,In-Store
29785,2024-07-02,80,11,1,116.88,116.88,15,Online
29786,2024-07-02,6,57,14,336.19,4706.73,10,Online
29787,2024-07-02,112,35,25,44.28,1107.0,0,In-Store
29788,2024-07-02,81,77,10,314.07,3140.7,0,In-Store
29789,2024-07-02,44,3,12,92.35,1108.22,20,In-Store
29790,2024-07-02,25,55,14,118.8,1663.26,15,In-Store
29791,2024-07-02,15,54,37,159.56,5903.79,5,In-Store
29792,2024-07-02,70,4,4,408.53,1634.12,0,In-Store
29793,2024-07-02,117,62,8,298.68,2389.44,0,In-Store
29794,2024-07-02,74,44,15,70.4,1055.95,15,In-Store
29795,2024-07-02,37,29,28,290.64,8137.84,10,B2B
29796,2024-07-02,48,10,14,148.15,2074.1,0,In-Store
29797,2024-07-02,20,52,10,220.48,2204.76,5,B2B
29798,2024-07-02,109,33,31,369.54,11455.74,0,In-Store
29799,2024-07-02,8,59,16,178.45,2855.17,5,In-Store
29800,2024-07-02,26,42,4,131.27,525.08,5,B2B
29801,2024-07-02,29,60,8,200.7,1605.58,5,Online
29802,2024-07-02,116,50,8,308.21,2465.67,5,B2B
29803,2024-07-02,70,73,9,296.32,2666.88,0,In-Store
29804,2024-07-02,101,68,24,182.68,4384.37,15,Online
29805,2024-07-02,85,1,11,152.01,1672.11,0,B2B
29806,2024-07-02,82,43,18,163.27,2938.81,5,In-Store
29807,2024-07-02,5,11,3,130.63,391.9,5,In-Store
29808,2024-07-02,86,70,8,96.38,771.02,5,In-Store
29809,2024-07-02,108,72,15,37.96,569.43,10,In-Store
29810,2024-07-02,25,70,12,101.45,1217.4,0,In-Store
29811,2024-07-02,88,8,19,50.72,963.69,5,In-Store
29812,2024-07-02,14,72,18,37.96,683.32,10,In-Store
29813,2024-07-02,100,46,1,421.16,421.16,10,Online
29814,2024-07-02,112,32,13,217.33,2825.29,0,B2B
29815,2024-07-02,16,31,20,317.3,6345.92,20,In-Store
29816,2024-07-02,48,8,11,45.38,499.2,15,B2B
29817,2024-07-02,66,51,1,418.09,418.09,0,In-Store
29818,2024-07-02,28,3,4,98.12,392.5,15,In-Store
29819,2024-07-02,2,25,14,69.39,971.4,15,In-Store
29820,2024-07-02,61,75,9,405.97,3653.73,0,In-Store
29821,2024-07-02,7,45,12,499.26,5991.12,0,In-Store
29822,2024-07-02,49,11,18,123.76,2227.66,10,In-Store
29823,2024-07-02,59,78,10,390.17,3901.68,10,In-Store
29824,2024-07-02,26,27,4,315.34,1261.37,5,Online
29825,2024-07-02,110,57,12,336.19,4034.34,10,In-Store
29826,2024-07-02,22,41,15,428.64,6429.6,0,In-Store
29827,2024-07-02,107,29,3,322.93,968.79,0,In-Store
29828,2024-07-02,49,64,4,128.04,512.17,10,In-Store
29829,2024-07-02,8,39,12,99.6,1195.2,20,B2B
29830,2024-07-02,57,47,5,420.2,2101.0,0,B2B
29831,2024-07-02,2,74,20,315.05,6301.08,10,B2B
29832,2024-07-02,20,58,9,338.25,3044.24,15,In-Store
29833,2024-07-02,112,3,9,98.12,883.12,15,B2B
29834,2024-07-02,112,34,14,87.29,1222.06,0,In-Store
29835,2024-07-02,86,14,1,188.91,188.91,10,In-Store
29836,2024-07-02,6,74,16,297.55,4760.82,15,In-Store
29837,2024-07-02,90,51,18,418.09,7525.62,0,Online
29838,2024-07-02,15,37,29,492.95,14295.55,0,In-Store
29839,2024-07-02,111,9,9,153.43,1380.87,0,In-Store
29840,2024-07-02,32,25,1,65.3,65.3,20,In-Store
29841,2024-07-02,2,52,7,220.48,1543.33,5,In-Store
29842,2024-07-02,50,45,7,399.41,2795.86,20,B2B
29843,2024-07-02,67,35,28,35.42,991.87,20,Online
29844,2024-07-02,96,26,22,386.31,8498.86,20,Online
29845,2024-07-02,77,66,1,237.08,237.08,10,In-Store
29846,2024-07-02,107,32,5,195.6,977.99,10,In-Store
29847,2024-07-02,112,30,22,138.3,3042.67,10,B2B
29848,2024-07-02,117,22,27,308.81,8337.82,20,In-Store
29849,2024-07-02,38,29,15,322.93,4843.95,0,In-Store
29850,2024-07-02,116,4,4,408.53,1634.12,0,Online
29851,2024-07-02,33,53,2,253.69,507.38,10,In-Store
29852,2024-07-02,33,39,11,118.27,1301.02,5,In-Store
29853,2024-07-02,1,35,21,44.28,929.88,0,In-Store
29854,2024-07-02,68,43,20,154.67,3093.48,10,In-Store
29855,2024-07-02,110,52,11,197.27,2169.95,15,Online
29856,2024-07-02,76,46,2,467.96,935.92,0,Online
29857,2024-07-02,11,15,4,274.99,1099.95,5,Online
29858,2024-07-02,118,65,15,45.55,683.27,15,B2B
29859,2024-07-02,99,33,16,369.54,5912.64,0,Online
29860,2024-07-02,59,13,14,51.77,724.78,0,Online
29861,2024-07-02,116,37,16,492.95,7887.2,0,In-Store
29862,2024-07-02,37,4,13,408.53,5310.89,0,In-Store
29863,2024-07-02,35,7,24,256.48,6155.57,10,B2B
29864,2024-07-02,67,70,1,101.45,101.45,0,B2B
29865,2024-07-02,11,71,11,392.2,4314.18,5,In-Store
29866,2024-07-02,2,5,26,111.02,2886.39,10,B2B
29867,2024-07-02,113,54,12,167.96,2015.52,0,In-Store
29868,2024-07-02,103,60,5,211.26,1056.3,0,In-Store
29869,2024-07-02,75,45,12,499.26,5991.12,0,In-Store
29870,2024-07-02,99,76,6,67.2,403.2,20,B2B
29871,2024-07-02,36,9,17,138.09,2347.48,10,Online
29872,2024-07-02,20,18,12,273.97,3287.64,0,In-Store
29873,2024-07-02,37,36,13,253.11,3290.43,0,In-Store
29874,2024-07-02,40,46,6,444.56,2667.37,5,In-Store
29875,2024-07-02,99,71,6,392.2,2353.19,5,In-Store
29876,2024-07-02,67,40,30,300.41,9012.3,0,Online
29877,2024-07-02,88,49,6,376.36,2258.16,0,Online
29878,2024-07-02,104,11,2,123.76,247.52,10,In-Store
29879,2024-07-02,67,74,31,350.06,10851.86,0,In-Store
29880,2024-07-02,119,3,30,115.44,3463.2,0,In-Store
29881,2024-07-02,10,13,3,51.77,155.31,0,B2B
29882,2024-07-02,7,39,6,112.05,672.3,10,In-Store
29883,2024-07-02,55,41,20,428.64,8572.8,0,In-Store
29884,2024-07-02,13,32,22,217.33,4781.26,0,B2B
29885,2024-07-02,75,27,11,265.55,2921.07,20,Online
29886,2024-07-02,48,30,10,153.67,1536.7,0,Online
29887,2024-07-02,40,6,5,309.79,1548.95,0,In-Store
29888,2024-07-02,37,59,5,187.84,939.2,0,In-Store
29889,2024-07-02,85,34,1,87.29,87.29,0,B2B
29890,2024-07-02,10,22,7,347.41,2431.86,10,Online
29891,2024-07-02,54,63,10,337.87,3378.66,15,Online
29892,2024-07-02,18,39,3,124.5,373.5,0,B2B
29893,2024-07-02,94,70,17,101.45,1724.65,0,In-Store
29894,2024-07-02,54,69,1,267.41,267.41,20,In-Store
29895,2024-07-02,104,9,11,138.09,1518.96,10,B2B
29896,2024-07-02,95,25,4,77.55,310.19,5,In-Store
29897,2024-07-02,102,72,28,42.18,1181.04,0,B2B
29898,2024-07-02,91,38,1,479.51,479.51,0,In-Store
29899,2024-07-02,53,57,11,354.87,3903.6,5,In-Store
29900,2024-07-02,91,11,12,137.51,1650.12,0,B2B
29901,2024-07-02,79,52,8,232.08,1856.64,0,Online
29902,2024-07-02,99,24,3,441.44,1324.32,0,B2B
29903,2024-07-02,94,30,2,145.99,291.97,5,In-Store
29904,2024-07-02,45,20,10,21.56,215.6,0,In-Store
29905,2024-07-02,5,65,5,48.23,241.16,10,B2B
29906,2024-07-02,50,48,2,350.38,700.76,15,In-Store
29907,2024-07-02,83,46,7,467.96,3275.72,0,In-Store
29908,2024-07-02,101,33,6,314.11,1884.65,15,Online
29909,2024-07-02,79,37,12,468.3,5619.63,5,B2B
29910,2024-07-02,6,9,5,130.42,652.08,15,In-Store
29911,2024-07-02,69,11,1,123.76,123.76,10,B2B
29912,2024-07-02,78,33,9,369.54,3325.86,0,B2B
29913,2024-07-02,93,15,20,289.46,5789.2,0,In-Store
29914,2024-07-02,108,59,1,187.84,187.84,0,In-Store
29915,2024-07-02,116,35,15,42.07,630.99,5,B2B
29916,2024-07-02,38,42,22,117.45,2583.97,15,Online
29917,2024-07-02,115,49,23,376.36,8656.28,0,In-Store
29918,2024-07-02,73,26,12,434.6,5215.21,10,In-Store
29919,2024-07-02,38,59,8,187.84,1502.72,0,Online
29920,2024-07-02,39,32,11,217.33,2390.63,0,In-Store
29921,2024-07-02,113,29,17,322.93,5489.81,0,B2B
29922,2024-07-03,52,66,29,263.42,7639.18,0,Online
29923,2024-07-03,10,39,8,124.5,996.0,0,In-Store
29924,2024-07-03,52,49,8,301.09,2408.7,20,In-Store
29925,2024-07-03,49,73,12,281.5,3378.05,5,B2B
29926,2024-07-03,31,78,8,433.52,3468.16,0,In-Store
29927,2024-07-03,66,5,15,104.85,1572.71,15,In-Store
29928,2024-07-03,106,54,24,151.16,3627.94,10,In-Store
29929,2024-07-03,67,29,20,306.78,6135.67,5,In-Store
29930,2024-07-03,56,78,3,433.52,1300.56,0,In-Store
29931,2024-07-03,98,64,25,113.82,2845.4,20,Online
29932,2024-07-03,31,57,12,336.19,4034.34,10,In-Store
29933,2024-07-03,108,77,1,314.07,314.07,0,In-Store
29934,2024-07-03,68,46,1,397.77,397.77,15,B2B
29935,2024-07-03,15,7,23,284.98,6554.54,0,In-Store
29936,2024-07-03,74,40,6,270.37,1622.21,10,B2B
29937,2024-07-03,58,55,8,139.77,1118.16,0,In-Store
29938,2024-07-03,114,43,7,171.86,1203.02,0,Online
29939,2024-07-03,45,14,17,209.9,3568.3,0,Online
29940,2024-07-03,11,20,9,21.56,194.04,0,In-Store
29941,2024-07-03,41,64,19,142.27,2703.13,0,B2B
29942,2024-07-03,18,78,19,390.17,7413.19,10,In-Store
29943,2024-07-03,106,10,2,133.34,266.67,10,In-Store
29944,2024-07-03,98,41,2,342.91,685.82,20,In-Store
29945,2024-07-03,7,4,24,367.68,8824.25,10,In-Store
29946,2024-07-03,102,51,11,418.09,4598.99,0,In-Store
29947,2024-07-03,40,76,10,79.8,798.0,5,B2B
29948,2024-07-03,86,67,16,210.72,3371.51,5,In-Store
29949,2024-07-03,77,51,2,418.09,836.18,0,In-Store
29950,2024-07-03,63,23,2,254.53,509.06,0,In-Store
29951,2024-07-03,108,67,5,177.45,887.24,20,Online
29952,2024-07-03,52,18,1,273.97,273.97,0,In-Store
29953,2024-07-03,106,76,1,84.0,84.0,0,In-Store
29954,2024-07-03,24,18,10,246.57,2465.73,10,B2B
29955,2024-07-03,54,55,5,118.8,594.02,15,In-Store
29956,2024-07-03,28,35,11,44.28,487.08,0,In-Store
29957,2024-07-03,78,21,7,350.28,2451.96,20,B2B
29958,2024-07-03,52,29,23,258.34,5941.91,20,In-Store
29959,2024-07-03,58,8,3,42.71,128.14,20,Online
29960,2024-07-03,83,27,2,265.55,531.1,20,In-Store
29961,2024-07-03,104,20,20,19.4,388.08,10,In-Store
29962,2024-07-03,118,1,10,144.41,1444.09,5,In-Store
29963,2024-07-03,6,47,25,336.16,8404.0,20,Online
29964,2024-07-03,9,46,3,467.96,1403.88,0,In-Store
29965,2024-07-03,30,5,8,123.35,986.8,0,In-Store
29966,2024-07-03,16,4,19,388.1,7373.97,5,In-Store
29967,2024-07-03,69,30,15,153.67,2305.05,0,B2B
29968,2024-07-03,108,21,15,394.07,5910.98,10,In-Store
29969,2024-07-03,99,1,20,152.01,3040.2,0,In-Store
29970,2024-07-03,83,9,8,153.43,1227.44,0,B2B
29971,2024-07-03,116,61,7,180.07,1260.51,15,In-Store
29972,2024-07-03,6,10,5,118.52,592.6,20,Online
29973,2024-07-03,76,11,1,137.51,137.51,0,Online
29974,2024-07-03,46,58,10,338.25,3382.49,15,B2B
29975,2024-07-03,24,26,9,482.89,4346.01,0,In-Store
29976,2024-07-03,16,20,1,19.4,19.4,10,In-Store
29977,2024-07-03,61,19,18,323.36,5820.43,15,B2B
29978,2024-07-03,108,64,3,135.16,405.47,5,In-Store
29979,2024-07-03,91,14,13,178.41,2319.39,15,B2B
29980,2024-07-03,109,67,11,221.81,2439.91,0,In-Store
29981,2024-07-03,51,23,16,254.53,4072.48,0,Online
29982,2024-07-03,88,31,11,396.62,4362.82,0,In-Store
29983,2024-07-03,18,10,4,133.34,533.34,10,Online
29984,2024-07-03,61,70,23,101.45,2333.35,0,In-Store
29985,2024-07-03,24,2,14,222.52,3115.28,0,In-Store
29986,2024-07-03,18,77,28,314.07,8793.96,0,In-Store
29987,2024-07-03,119,28,27,173.17,4675.48,5,B2B
29988,2024-07-03,32,10,11,118.52,1303.72,20,Online
29989,2024-07-03,101,23,19,254.53,4836.07,0,In-Store
29990,2024-07-03,8,78,1,433.52,433.52,0,Online
29991,2024-07-03,78,67,1,221.81,221.81,0,In-Store
29992,2024-07-03,19,61,1,169.48,169.48,20,In-Store
29993,2024-07-03,120,50,3,259.54,778.63,20,B2B
29994,2024-07-03,55,15,32,246.04,7873.31,15,In-Store
29995,2024-07-03,38,60,10,211.26,2112.6,0,B2B
29996,2024-07-03,99,48,13,329.77,4286.98,20,B2B
29997,2024-07-03,72,24,10,441.44,4414.4,0,B2B
29998,2024-07-03,102,9,20,145.76,2915.17,5,Online
29999,2024-07-03,108,78,15,433.52,6502.8,0,In-Store
30000,2024-07-03,69,62,16,298.68,4778.88,0,Online
30001,2024-07-03,45,70,6,81.16,486.96,20,In-Store
30002,2024-07-03,22,50,6,308.21,1849.25,5,In-Store
30003,2024-07-03,38,31,20,356.96,7139.16,10,In-Store
30004,2024-07-03,73,23,7,203.62,1425.37,20,In-Store
30005,2024-07-03,41,18,25,219.18,5479.4,20,In-Store
30006,2024-07-03,56,32,7,217.33,1521.31,0,In-Store
30007,2024-07-03,72,61,5,180.07,900.36,15,B2B
30008,2024-07-03,5,2,1,222.52,222.52,0,In-Store
30009,2024-07-03,53,52,15,185.66,2784.96,20,Online
30010,2024-07-03,47,46,23,421.16,9686.77,10,B2B
30011,2024-07-03,9,29,11,322.93,3552.23,0,In-Store
30012,2024-07-03,21,27,8,331.94,2655.52,0,B2B
30013,2024-07-03,85,2,13,222.52,2892.76,0,B2B
30014,2024-07-03,119,78,3,390.17,1170.5,10,In-Store
30015,2024-07-03,40,26,9,434.6,3911.41,10,In-Store
30016,2024-07-03,78,15,11,260.51,2865.65,10,In-Store
30017,2024-07-03,35,21,22,350.28,7706.16,20,In-Store
30018,2024-07-03,106,58,28,378.04,10585.2,5,In-Store
30019,2024-07-03,50,46,15,374.37,5615.52,20,In-Store
30020,2024-07-03,67,3,11,92.35,1015.87,20,In-Store
30021,2024-07-03,62,68,11,204.17,2245.91,5,In-Store
30022,2024-07-03,46,78,4,433.52,1734.08,0,B2B
30023,2024-07-03,13,55,3,139.77,419.31,0,In-Store
30024,2024-07-03,18,80,25,173.46,4336.5,0,B2B
30025,2024-07-03,6,53,4,281.88,1127.52,0,In-Store
30026,2024-07-03,79,37,29,492.95,14295.55,0,B2B
30027,2024-07-03,24,11,6,130.63,783.81,5,Online
30028,2024-07-03,57,70,12,101.45,1217.4,0,In-Store
30029,2024-07-03,40,64,1,120.93,120.93,15,Online
30030,2024-07-03,30,56,22,464.37,10216.14,0,Online
30031,2024-07-03,45,32,20,195.6,3911.94,10,In-Store
30032,2024-07-03,113,46,15,397.77,5966.49,15,In-Store
30033,2024-07-03,115,7,10,284.98,2849.8,0,In-Store
30034,2024-07-03,18,76,12,84.0,1008.0,0,In-Store
30035,2024-07-03,49,78,20,433.52,8670.4,0,B2B
30036,2024-07-03,43,12,20,166.88,3337.54,5,In-Store
30037,2024-07-03,84,33,22,369.54,8129.88,0,In-Store
30038,2024-07-03,54,1,7,129.21,904.46,15,In-Store
30039,2024-07-03,16,25,2,81.63,163.26,0,Online
30040,2024-07-03,49,44,27,74.54,2012.53,10,Online
30041,2024-07-03,99,12,16,175.66,2810.56,0,In-Store
30042,2024-07-03,91,70,19,101.45,1927.55,0,In-Store
30043,2024-07-03,56,72,3,33.74,101.23,20,In-Store
30044,2024-07-03,28,75,10,324.78,3247.76,20,In-Store
30045,2024-07-03,81,2,11,222.52,2447.72,0,Online
30046,2024-07-03,56,12,27,149.31,4031.4,15,B2B
30047,2024-07-03,111,37,1,492.95,492.95,0,In-Store
30048,2024-07-03,50,59,10,187.84,1878.4,0,In-Store
30049,2024-07-03,106,12,15,175.66,2634.9,0,In-Store
30050,2024-07-03,6,25,11,81.63,897.93,0,B2B
30051,2024-07-03,38,74,1,350.06,350.06,0,In-Store
30052,2024-07-03,67,50,6,324.43,1946.58,0,B2B
30053,2024-07-03,26,37,6,443.65,2661.93,10,B2B
30054,2024-07-03,72,57,1,336.19,336.19,10,In-Store
30055,2024-07-03,53,57,11,336.19,3698.14,10,In-Store
30056,2024-07-03,56,37,12,419.01,5028.09,15,In-Store
30057,2024-07-03,17,36,6,253.11,1518.66,0,In-Store
30058,2024-07-03,76,63,6,357.74,2146.45,10,In-Store
30059,2024-07-03,19,34,10,87.29,872.9,0,In-Store
30060,2024-07-03,29,79,5,272.71,1363.57,15,Online
30061,2024-07-03,51,20,11,19.4,213.44,10,In-Store
30062,2024-07-03,87,21,11,437.85,4816.35,0,In-Store
30063,2024-07-03,52,2,1,178.02,178.02,20,In-Store
